Compute Levels,CDF_aggregated
25.89717944,1.48E-02
25.90518104,1.49E-02
25.91318264,1.50E-02
25.92118424,1.51E-02
25.92918584,1.52E-02
25.93718744,1.53E-02
25.94518904,1.54E-02
25.95319064,1.55E-02
25.96119224,1.56E-02
25.96919384,1.57E-02
25.97719544,1.58E-02
25.98519704,1.59E-02
25.99319864,1.60E-02
26.00120024,1.62E-02
26.00920184,1.63E-02
26.01720344,1.64E-02
26.02520504,1.65E-02
26.03320664,1.66E-02
26.04120824,1.67E-02
26.04920984,1.69E-02
26.05721144,1.70E-02
26.06521304,1.71E-02
26.07321464,1.72E-02
26.08121624,1.73E-02
26.08921784,1.74E-02
26.09721944,1.76E-02
26.10522104,1.77E-02
26.11322264,1.78E-02
26.12122424,1.79E-02
26.12922585,1.81E-02
26.13722745,1.82E-02
26.14522905,1.83E-02
26.15323065,1.84E-02
26.16123225,1.85E-02
26.16923385,1.87E-02
26.17723545,1.88E-02
26.18523705,1.89E-02
26.19323865,1.90E-02
26.20124025,1.91E-02
26.20924185,1.93E-02
26.21724345,1.94E-02
26.22524505,1.95E-02
26.23324665,1.96E-02
26.24124825,1.97E-02
26.24924985,1.99E-02
26.25725145,2.00E-02
26.26525305,2.01E-02
26.27325465,2.02E-02
26.28125625,2.04E-02
26.28925785,2.05E-02
26.29725945,2.06E-02
26.30526105,2.08E-02
26.31326265,2.09E-02
26.32126425,2.10E-02
26.32926585,2.12E-02
26.33726745,2.13E-02
26.34526905,2.15E-02
26.35327065,2.16E-02
26.36127225,2.17E-02
26.36927385,2.19E-02
26.37727546,2.20E-02
26.38527706,2.21E-02
26.39327866,2.23E-02
26.40128026,2.24E-02
26.40928186,2.26E-02
26.41728346,2.27E-02
26.42528506,2.29E-02
26.43328666,2.30E-02
26.44128826,2.31E-02
26.44928986,2.33E-02
26.45729146,2.34E-02
26.46529306,2.36E-02
26.47329466,2.37E-02
26.48129626,2.39E-02
26.48929786,2.40E-02
26.49729946,2.42E-02
26.50530106,2.43E-02
26.51330266,2.45E-02
26.52130426,2.46E-02
26.52930586,2.48E-02
26.53730746,2.49E-02
26.54530906,2.51E-02
26.55331066,2.52E-02
26.56131226,2.54E-02
26.56931386,2.55E-02
26.57731546,2.57E-02
26.58531706,2.58E-02
26.59331866,2.60E-02
26.60132026,2.62E-02
26.60932186,2.63E-02
26.61732346,2.65E-02
26.62532507,2.66E-02
26.63332667,2.68E-02
26.64132827,2.69E-02
26.64932987,2.71E-02
26.65733147,2.72E-02
26.66533307,2.74E-02
26.67333467,2.75E-02
26.68133627,2.77E-02
26.68933787,2.79E-02
26.69733947,2.80E-02
26.70534107,2.82E-02
26.71334267,2.84E-02
26.72134427,2.85E-02
26.72934587,2.87E-02
26.73734747,2.89E-02
26.74534907,2.90E-02
26.75335067,2.92E-02
26.76135227,2.93E-02
26.76935387,2.95E-02
26.77735547,2.97E-02
26.78535707,2.99E-02
26.79335867,3.00E-02
26.80136027,3.02E-02
26.80936187,3.04E-02
26.81736347,3.06E-02
26.82536507,3.07E-02
26.83336667,3.09E-02
26.84136827,3.11E-02
26.84936987,3.13E-02
26.85737147,3.14E-02
26.86537307,3.16E-02
26.87337467,3.18E-02
26.88137628,3.20E-02
26.88937788,3.21E-02
26.89737948,3.23E-02
26.90538108,3.25E-02
26.91338268,3.27E-02
26.92138428,3.29E-02
26.92938588,3.31E-02
26.93738748,3.32E-02
26.94538908,3.34E-02
26.95339068,3.36E-02
26.96139228,3.38E-02
26.96939388,3.39E-02
26.97739548,3.41E-02
26.98539708,3.43E-02
26.99339868,3.45E-02
27.00140028,3.47E-02
27.00940188,3.49E-02
27.01740348,3.51E-02
27.02540508,3.52E-02
27.03340668,3.54E-02
27.04140828,3.56E-02
27.04940988,3.58E-02
27.05741148,3.60E-02
27.06541308,3.61E-02
27.07341468,3.63E-02
27.08141628,3.65E-02
27.08941788,3.67E-02
27.09741948,3.69E-02
27.10542108,3.71E-02
27.11342268,3.73E-02
27.12142428,3.75E-02
27.12942589,3.77E-02
27.13742749,3.79E-02
27.14542909,3.81E-02
27.15343069,3.83E-02
27.16143229,3.85E-02
27.16943389,3.87E-02
27.17743549,3.89E-02
27.18543709,3.91E-02
27.19343869,3.93E-02
27.20144029,3.95E-02
27.20944189,3.97E-02
27.21744349,3.99E-02
27.22544509,4.01E-02
27.23344669,4.03E-02
27.24144829,4.05E-02
27.24944989,4.07E-02
27.25745149,4.09E-02
27.26545309,4.11E-02
27.27345469,4.13E-02
27.28145629,4.16E-02
27.28945789,4.18E-02
27.29745949,4.20E-02
27.30546109,4.22E-02
27.31346269,4.24E-02
27.32146429,4.26E-02
27.32946589,4.28E-02
27.33746749,4.30E-02
27.34546909,4.32E-02
27.35347069,4.35E-02
27.36147229,4.37E-02
27.36947389,4.39E-02
27.3774755,4.42E-02
27.3854771,4.44E-02
27.3934787,4.46E-02
27.4014803,4.48E-02
27.4094819,4.50E-02
27.4174835,4.52E-02
27.4254851,4.55E-02
27.4334867,4.57E-02
27.4414883,4.59E-02
27.4494899,4.62E-02
27.4574915,4.64E-02
27.4654931,4.66E-02
27.4734947,4.69E-02
27.4814963,4.71E-02
27.4894979,4.73E-02
27.4974995,4.76E-02
27.5055011,4.78E-02
27.5135027,4.80E-02
27.5215043,4.83E-02
27.5295059,4.85E-02
27.5375075,4.87E-02
27.5455091,4.90E-02
27.5535107,4.92E-02
27.5615123,4.94E-02
27.5695139,4.97E-02
27.5775155,4.99E-02
27.5855171,5.02E-02
27.5935187,5.04E-02
27.6015203,5.06E-02
27.6095219,5.09E-02
27.6175235,5.11E-02
27.62552511,5.14E-02
27.63352671,5.16E-02
27.64152831,5.19E-02
27.64952991,5.21E-02
27.65753151,5.24E-02
27.66553311,5.26E-02
27.67353471,5.29E-02
27.68153631,5.31E-02
27.68953791,5.34E-02
27.69753951,5.37E-02
27.70554111,5.39E-02
27.71354271,5.42E-02
27.72154431,5.44E-02
27.72954591,5.47E-02
27.73754751,5.50E-02
27.74554911,5.52E-02
27.75355071,5.55E-02
27.76155231,5.58E-02
27.76955391,5.60E-02
27.77755551,5.63E-02
27.78555711,5.65E-02
27.79355871,5.68E-02
27.80156031,5.70E-02
27.80956191,5.73E-02
27.81756351,5.76E-02
27.82556511,5.78E-02
27.83356671,5.81E-02
27.84156831,5.83E-02
27.84956991,5.86E-02
27.85757151,5.89E-02
27.86557311,5.91E-02
27.87357471,5.94E-02
27.88157632,5.97E-02
27.88957792,5.99E-02
27.89757952,6.02E-02
27.90558112,6.04E-02
27.91358272,6.07E-02
27.92158432,6.10E-02
27.92958592,6.13E-02
27.93758752,6.16E-02
27.94558912,6.19E-02
27.95359072,6.21E-02
27.96159232,6.24E-02
27.96959392,6.27E-02
27.97759552,6.30E-02
27.98559712,6.32E-02
27.99359872,6.35E-02
28.00160032,6.38E-02
28.00960192,6.41E-02
28.01760352,6.44E-02
28.02560512,6.47E-02
28.03360672,6.49E-02
28.04160832,6.52E-02
28.04960992,6.55E-02
28.05761152,6.58E-02
28.06561312,6.61E-02
28.07361472,6.64E-02
28.08161632,6.67E-02
28.08961792,6.70E-02
28.09761952,6.72E-02
28.10562112,6.75E-02
28.11362272,6.78E-02
28.12162432,6.81E-02
28.12962593,6.84E-02
28.13762753,6.87E-02
28.14562913,6.90E-02
28.15363073,6.93E-02
28.16163233,6.95E-02
28.16963393,6.98E-02
28.17763553,7.01E-02
28.18563713,7.04E-02
28.19363873,7.07E-02
28.20164033,7.09E-02
28.20964193,7.12E-02
28.21764353,7.15E-02
28.22564513,7.18E-02
28.23364673,7.21E-02
28.24164833,7.24E-02
28.24964993,7.27E-02
28.25765153,7.30E-02
28.26565313,7.33E-02
28.27365473,7.36E-02
28.28165633,7.39E-02
28.28965793,7.42E-02
28.29765953,7.45E-02
28.30566113,7.48E-02
28.31366273,7.51E-02
28.32166433,7.54E-02
28.32966593,7.56E-02
28.33766753,7.59E-02
28.34566913,7.62E-02
28.35367073,7.66E-02
28.36167233,7.68E-02
28.36967393,7.72E-02
28.37767554,7.75E-02
28.38567714,7.78E-02
28.39367874,7.81E-02
28.40168034,7.84E-02
28.40968194,7.87E-02
28.41768354,7.90E-02
28.42568514,7.93E-02
28.43368674,7.96E-02
28.44168834,7.99E-02
28.44968994,8.02E-02
28.45769154,8.06E-02
28.46569314,8.09E-02
28.47369474,8.12E-02
28.48169634,8.15E-02
28.48969794,8.18E-02
28.49769954,8.21E-02
28.50570114,8.25E-02
28.51370274,8.28E-02
28.52170434,8.31E-02
28.52970594,8.34E-02
28.53770754,8.37E-02
28.54570914,8.40E-02
28.55371074,8.43E-02
28.56171234,8.46E-02
28.56971394,8.49E-02
